id,title,authors,publisher,publish_date,page_count,categories,ISBN,imageLink,description
bCtxJwWlVW4C,"Egypt in the Byzantine World, 300-700",Roger S. Bagnall,Cambridge University Press,2007-08-16,464,History,9780521871372,http://books.google.com/books/content?id=bCtxJwWlVW4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"A comprehensive portrayal of Egypt from the fourth to the seventh centuries, first published in 2007."
0JFRWFI5gHMC,Building in Egypt: Pharaonic Stone Masonry,Dieter Arnold,Oxford University Press on Demand,1991,316,Architecture,9780195113747,http://books.google.com/books/content?id=0JFRWFI5gHMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book traces methods of Egyptian stone construction during the pharaonic period, from the construction of the step pyramids at Saqqara to the obelisks of Tuthmosis III to the temples of Rameses II at Thebes. Dr. Arnold covers all aspects of building, including planning, measuring, quarrying and production, transporting heavy monuments, building, digging shafts, repairing damages, and securing tombs. Richly illustrated with photos and field drawings by the author, ancient representations of building activities, and illustrations of tools and objects in museum collections, this book offers a frank appraisal of current knowledge of the process of Egyptian stone construction."
YD-z8hmdUMIC,The Art of Ancient Egypt,Gay Robins,Harvard University Press,2008,271,Art,9780674030657,http://books.google.com/books/content?id=YD-z8hmdUMIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"An illustrated history of over 3,000 years of Egyptian artwork arranged chronologically from the early dynastic period to the Ptolemaic period."
vViyDwAAQBAJ,The Book of the Dead,E. A. Wallis Budge,BoD – Books on Demand,2019-09-25,40,Fiction,9783734089909,http://books.google.com/books/content?id=vViyDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Reproduction of the original: The Book of the Dead by E. A. Wallis Budge
rv3SUnlgw-sC,Roma and the Transition in Central and Eastern Europe: Trends and Challenges,Dena Ringold,World Bank Publications,2000-01-01,54,Social Science,9780821348017,http://books.google.com/books/content?id=rv3SUnlgw-sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This report brings together the available evidence from primary and secondary sources, including household surveys and results of recent qualitative studies, to develop a picture of the development challenges facing Roma populations in Central and Eastern Europe. While living standards have declined for all population groups during the transition to a market economy, there are growing indications that conditions have deteriorated more severely for Roma than for others, and that Roma are poorly positioned to take advantage of emerging economic opportunities. This report focuses on five countries in Central and Eastern Europe: Hungary, Bulgaria, Romania the Czech Republic, and the Slovak Republic. The first chapter of the report provides the historical context and an overview of the methodological issues and main data sources; chapter two presents the available evidence on welfare status and living conditions, examining poverty, housing education, employment and health; chapter three considers issues relating to access to social services; and the final chapter reviews the opportunities for Roma participation in the design and implementation of community development policies and programmes, and outlines policy implications."
Usd7XU6a29oC,Roma in an Expanding Europe: Breaking the Poverty Cycle,"Dena Ringold,Mitchell Alexander Orenstein,Erika Wilkens",World Bank Publications,2005,237,Political Science,9780821354575,http://books.google.com/books/content?id=Usd7XU6a29oC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Following the enlargement of the European Union in May 2004, Roma (or gypsies) are now the largest minority group in Europe. They are also one of the poorest and most vulnerable groups, living mainly in Central and Eastern Europe, suffering poverty levels as high as ten times that found within majority populations. The lack of information about the living conditions and needs of Roma people compound these stark gaps in human development outcomes. This publication, prepared for a conference held in Budapest, Hungary in June 2003, brings together original sociological research, evaluations of programme initiatives, and the first comparative cross-country household survey on ethnicity and poverty. It finds that Roma poverty is multi-faceted and can only be addressed by a inclusive policy approach which respects their diversity."
6C7w6q_-VbQC,Roma Diplomacy,"Valeriu Nicolae,Hannah Slavik",IDEA,2007,261,Political Science,9781932716337,http://books.google.com/books/content?id=6C7w6q_-VbQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Roma Diplomacy is an anthology of papers written or inspired by the DiploFoundation's 2005?2006 Roma Diplomacy project, aimed at facilitating the creation of Roma ?public diplomats? with the ability to bridge the gap between Roma civil society and governments/European Union institutions. The papers in this volume cover a wide range of topics'from a consideration of what the term Roma Diplomacy means to research aimed at promoting awareness of the situation of Roma in different regions and countries. Many of the papers offer recommendations for policymakers, providing a strong starting point for the emergence of a Roma ?think tank, ? one of the long-term goals of the Roma Diplomacy project."
xiZnA4pu77oC,"The Roma: a Minority in Europe: Historical, Political and Social Perspectives","Roni Stauber,Raphael Vago",Central European University Press,2007-01-01,185,Social Science,9789637326868,http://books.google.com/books/content?id=xiZnA4pu77oC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The situation of the Roma in Europe, especially in the former communist states, is one of the more important human rights issues on the agenda of the international community, especially in the Euro-Atlantic bodies of integration. Within European states that have Roma populations there is a growing awareness that the matter must be confronted, and that there is a need for a concentrated effort to solve social problems and ease tensions between the Roma and the European nations among which they dwell. This volume is the result of an international conference held at Tel Aviv University in December 2002. The conference, one of the largest held among the academic community in the last decade, served as a unique forum for a multidisciplinary discussion on the past and present of the Roma in which both Roma and non-Roma scholars from various countries engaged."
y8E9u2aD4fYC,"Roma Rights: Race, Justice, and Strategies for Equality",Claude Cahn,IDEA,2002,275,Law,9780970213068,http://books.google.com/books/content?id=y8E9u2aD4fYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Brings together diverse materials related to combating anti-Romani racism. The book presents facts on the human rights situation of Roma in Europe. It also presents arguments surrounding the strategies and approaches used by anti-racism activists in areas including the problem of hate speech
3A2bGG3_NAYC,Roma in Europe,Jean-Pierre Liégeois,Council of Europe,2007-01-01,307,Education,9789287160515,http://books.google.com/books/content?id=3A2bGG3_NAYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,This book is intended to foster a better understanding of Roma in Europe by describing their culture and lifestyle and the strength of their identity as well as the mistreatment they have suffered over the centuries. The final pages of the book set out the foundations for a program of action.--Publisher's description.
ck_kFYKjeBkC,Come Closer. Inclusion and Exclusion of Roma in Present Day Romanian Society,Gábor Fleck,Cosima Rughinis,2008,247,Discrimination,9789738973091,http://books.google.com/books/content?id=ck_kFYKjeBkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
W7l-fGIA2ZkC,"Roma, Gypsies, Travellers",Jean-Pierre Liégeois,Council of Europe,1994-01-01,323,Social Science,9789287123497,http://books.google.com/books/content?id=W7l-fGIA2ZkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,This book provides an understanding of Gypsies and Travellers by introducing the reader to the richness of their culture and lifestyle.
h0sEUnqA2A0C,Sinti and Roma: Gypsies in German-Speaking Society and Literature,Susan Tebbutt,Berghahn Books,1998,196,Social Science,9781571819215,http://books.google.com/books/content?id=h0sEUnqA2A0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"According to opinion polls, Germans are less favorably disposed towards the Sinti and Roma than towards any other ethnic group, despite the fact that few Germans have any personal knowledge of them or even realize that the Sinti and Roma in Germany include both Germans and non-Germans. The image of the Sinti and Roma prevalent in German society and literature is one similarly founded on misconceptions and stereotypes. This volume deals in depth with the life of the Sinti and Roma in Germany and their representation in German literature, giving the background to the maltreatment, underlining the fact that the persecution of Gypsies during the Nazi period, which until the 1980s has been totally marginalized by historians, did not cease in 1945. The continuity of anti-Gypsyism is traced to the present day, and the efforts, achievements and aspirations of the Sinti and Roma civil rights movement are highlighted."
AbXTBQAAQBAJ,Mastering the West: Rome and Carthage at War,Dexter Hoyos,"Oxford University Press, USA",2015,337,History,9780199860104,http://books.google.com/books/content?id=AbXTBQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"""A history of the Punic Wars intended for all audiences""--"
6WCuDe4UHf4C,Carthage Conspiracy: The Trial of the Accused Assassins of Joseph Smith,"Dallin H Oaks,Marvin S Hill",University of Illinois Press,1979-05,272,History,9780252007620,http://books.google.com/books/content?id=6WCuDe4UHf4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Carthage Conspiracy deals with the general problem of Mormon/non-Mormon conflict, as well as with the dramatic story of Mormon prophet Joseph Smith, his brother Hyrum, and their alleged assassins. It places the infamous event at the Carthage jail (1846) and the subsequent murder-conspiracy trial in the context of Mormon and American legal history, and deals with the question of achieving justice when crimes are politically motivated and popularly supported."
Jrosdf_P4R4C,Carthage,Bill O'Neal,Arcadia Publishing,2009,128,History,9780738571126,http://books.google.com/books/content?id=Jrosdf_P4R4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Founded in a pine forest on the East Texas frontier, Carthage assumed the name of one of the greatest cities of the ancient world. Although Carthage, Texas, did not become a bustling metropolis, the community has enjoyed a long history as the type of stable town that forms the backbone of America. For more than a century and a half, residents have played roles--at times prominently--in the historical and cultural life of Texas and the nation. Carthage has produced decorated war heroes, internationally famous country music stars, a noted American historian, and a groundbreaking political figure. As the home of Tex Ritter, Gentleman Jim Reeves, Linda Davis, and the Texas Country Music Hall of Fame, the community has become a country music mainstay. Beyond its celebrities, however, Carthage has most importantly produced generation after generation of patriotic and hard-working men and women."
-3qikFwT-YQC,"Carthage, Missouri",Michele Newton Hansford,Arcadia Publishing,2000,128,History,9780738507651,http://books.google.com/books/content?id=-3qikFwT-YQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Translated as ""New City,"" Carthage was founded in 1842 as the county seat of Jasper in southwest Missouri. The town prospered for two decades until military advances during the Civil War destroyed the entire town and dispersed its population. This volume, assembled by the Powers Museum, offers a pictorial glimpse into the rebuilding and growth of this historic city during its most influential years. The citizens of Carthage quickly rebuilt the city during the late 1860s and early 1870s, and eventually reclaimed its pre-war prominence as an agricultural and trade center located at the edge of the northern prairies and the Ozark foothills. When lead, zinc, and limestone were discovered and developed into prosperous industries, families began to arrive from all over to take advantage of the area's economic opportunities. Carthage's trademark Victorian architecture, still in place today, is a result of the economic affluence of the town during this late nineteenth and early twentieth century period."
pVlrAAAAQBAJ,Carthage,Joyce Carol Oates,HarperCollins UK,2014-01-21,400,Fiction,9780007485765,http://books.google.com/books/content?id=pVlrAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"A young girl’s disappearance rocks a community and a family, in this stirring examination of grief, faith, justice and the atrocities of war, from literary legend Joyce Carol Oates."
jvhZzruoK70C,Perpetua of Carthage: Portrait of a Third-Century Martyr,William Farina,McFarland,2014-11-21,276,History,9780786482634,http://books.google.com/books/content?id=jvhZzruoK70C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This is a study of the life and times of Saint Perpetua, Saint Felicity and their companions, all martyred at Carthage in A.D. 203. Unlike most early Christian saints, whose lives are often shrouded in legend and myth, Perpetua left an authentic prison diary, later completed by an anonymous eyewitness to her execution, that is now considered a classic of Christian, Latin and feminist literature. Perpetua was also unusual in that she was wealthy, educated, married, and a young mother. The book includes the first English translations of French archaeological scholarship covering the discovery of the martyrs’ tombs."
Rwv9FusSln8C,Around Carthage and West Carthage,Lynn M. Thornton,Arcadia Publishing,2008,128,History,9780738557243,http://books.google.com/books/content?id=Rwv9FusSln8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Early settlers followed the Black River up to Long Falls, the present site of Carthage and West Carthage, where they found fertile land and dense forests along the rushing waters. The river ran between the two villages and gave life to the young communities. Many industries, dependent on the waterpower, were established along the lower eastern bank, with businessmen settling on the highlands of the west bank. Mills sprang up where blinds, lumber, and furniture were manufactured, and planning mills, tanneries, and pulp mills flourished. After a devastating fire, which destroyed mills on both sides of the river, the focus of industry moved almost entirely to pulp and paper. By the early 20th century, the industry ushered in a golden age for the Twin Villages."
pup44wMCoeoC,The Story of Carthage,"Alfred John Church,Arthur Gilman",Biblo & Tannen Publishers,1998-07,309,History,9780819620576,http://books.google.com/books/content?id=pup44wMCoeoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
pGAThuzyVXcC,Cyprian and Roman Carthage,Allen Brent,Cambridge University Press,2010-10-07,365,History,9780521515474,http://books.google.com/books/content?id=pGAThuzyVXcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,This book explores Cyprian in his intellectual and political context of mid-third-century AD Carthage.
Jdo6hLoVRcYC,United Kingdom,Rob Bowden,Evans Brothers,2005,64,Great Britain,9780237528027,http://books.google.com/books/content?id=Jdo6hLoVRcYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
2kD5LjImnvUC,Perspectives from United Kingdom and United States Policy Makers on Obesity Prevention: Workshop Summary,"Institute of Medicine,Food and Nutrition Board,Standing Committee on Childhood Obesity Prevention",National Academies Press,2010-09-13,96,Medical,9780309161541,http://books.google.com/books/content?id=2kD5LjImnvUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Both the United Kingdom and the United States are grappling with nationwide epidemics of obesity. Obesity contributes to diabetes, cardiovascular disease, and some cancers, among other diseases. Although many people are aware of obesity's causes and consequences, few see it as a problem for their own families--despite clinical evidence to the contrary. Given this disconnect between perception and reality, policy makers in both countries struggle to find a way to reach people to encourage change. The IOM brought together policy makers from the U.K. and U.S. for a workshop on October 22, 2009, to discuss the challenges of and promising approaches to the struggle against obesity. Presenters spoke about current policies, programs, and partnerships that are addressing the obesity epidemic and evidence for effective strategies to change perception and behaviors. The workshop, summarized in this document, provided an opportunity for both countries to learn from each other's efforts and to consider how to apply new strategies at home."
L4OQ-2zKji0C,Life in the United Kingdom: a journey to citizenship [large print version],"Life in the United Kingdom Advisory Group,Great Britain, Home Office",The Stationery Office,2007-08-07,191,Political Science,9780113413171,http://books.google.com/books/content?id=L4OQ-2zKji0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This compendium of information aims primarily to assist teachers of English as a second language, mentors and others helping immigrants to integrate, It will also help immigrants who have workable English and who are required to take a citizenship test if they apply for naturalisation as Briitsh citizens. Sections include: the making of the United Kingdom (history); a changing society; a profile of Britain today; how Britain is governed; everyday needs (housing, health, education, money, leisure etc); employment; sources of help; knowing the law."
fiADys0HaLgC,United Kingdom in Pictures,Kumari Campbell,Twenty-First Century Books,2004-01-01,80,Juvenile Nonfiction,9780822519959,http://books.google.com/books/content?id=fiADys0HaLgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Discusses the geography, history and government, people, cultural life, and economy of the United Kingdom."
AYG7AAAAIAAJ,The United Kingdom Financial System in Transition: Theory and Practice,"M. Buckle,John L. Thompson",Manchester University Press,1992,312,Business & Economics,9780719030291,http://books.google.com/books/content?id=AYG7AAAAIAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This text aims to provide a detailed explanation of the workings of the UK financial system. It details both the institutional structure and the economic theory behind the financial system, and discusses the extensive changes brought about by the single European market of 1992."
fPcEfxQvpD4C,Pension Schemes and Pension Funds in the United Kingdom,David Blake,Oxford University Press on Demand,2003,725,Business & Economics,9780199243532,http://books.google.com/books/content?id=fPcEfxQvpD4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Never has there been so much media interest in pensions as there is currently. Never has the pensions world changed so rapidly as it has over the last few years; we have seen the introduction of a new state supplementary pension scheme, new stakeholder pensions, and a flood of companiesclosing their final salary schemes and replacing them with defined contribution schemes. Never have there been so many complaints about our pension system; about the state pension falling behind earnings, about the misselling of personal pensions, about the perceived poor value of annuities, andabout high charges and poor investment performance. This new edition of Pension Schemes and Pension Funds in the United Kingdom provides the latest information on all the key state and private pension schemes operating in the UK, including: the basic state pension, minimum income guarantee and pension credit; the state second pension; company pensionschemes; and personal and stakeholder pension schemes. It does this within the context of the long historical development of the UK pensions system since medieval times. It also examines government pensions policy over the last twenty years, in particular the reduction in state pensions and thetransfer of the burden of pension provision to the funded private sector. It also examines future trends and future concerns, such as increasing longevity and the adequacy of savings for retirement when people are young and in work. As most pension schemes are funded, the author also examines the latest issues in pension funding, such as the new accounting standard FRS17, active and passive fund management, investment risk budgeting and management, global investment performance standards, short-termism and the Myners review ofinstitutional investment. The book concludes with a proposal for the Ideal Pension Scheme."
SU1OtAEACAAJ,Deadly Woman Blues: Black Women and Australian Music,Clinton Walker,NewSouth,2018-02,256,Aboriginal Australians,9781742235660,http://books.google.com/books/content?id=SU1OtAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,"Deadly Woman Blues, stunning, original and brimming with life, is the first of its kind. Part art book, part comic book, part biography and fully deadly, it is a unique graphic history of the black women who made Australian music. Traditional Indigenous music, spirituals, vaudeville, post-war jazz, country, gospel, soul, R&B and hip-hop have been made and re-made by these legendary women, some household names, some forgotten, some totally unknown until now. In this album of portraits, the long-awaited follow-on from Clinton Walker's classic Buried Country, more than one hundred amazing artists are reborn. It's as if a long-lost set of bubblegum cards has been found and remade for us, now. Starring Georgia Lee, Nellie Small, Candy Devine, Wilma Reading, Sibby Doolan, Ruby Hunter, Marlene Cummins, Tiddas, Carole Fraser, Christine Anu, Jessica Mauboy, Emma Donovan, Shellie Morris, Leah Flanagan, Crystal Mercy and many, many more singers and musicians, Deadly Woman Bluesis a story full of tears and joy, always beautiful and heroic."
fDmSuIsPM_8C,Big Road Blues: Tradition and Creativity in the Folk Blues,David Evans,Univ of California Press,1982-01-01,379,Music,9780520034846,http://books.google.com/books/content?id=fDmSuIsPM_8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Examines the processes of compostion, learning, and performance used by Southern black folk blues singers."
wPmuwEWoqyMC,Real Blues Guitar,Kenn Chipkin,Alfred Music Publishing,1998-03,80,Music,9780898985795,http://books.google.com/books/content?id=wPmuwEWoqyMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The only blues guitar method that captures the authentic feel of the blues. Beginning with basic rhythm and lead guitar techniques, the book systematically guides you through the styles of blues guitar masters such as Albert King, B.B. King, Stevie Ray Vaughan, T-Bone Walker, Johnny Winter, and more. With tablature."
yYtR20TlGOoC,Blues: The Basics,"Dick Weissman,Richard Weissman",Psychology Press,2005,206,Music,9780415970686,http://books.google.com/books/content?id=yYtR20TlGOoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Blues: The Basics offers a concise introduction to a century of the blues. Organized chronologically, it focuses on the major eras in the growth and development of this popular musical style. Material includes: a definition of the blues and the major genres within it key artists such as Ma Rainey, Bessie Smith, Robert Johnson and Blind Lemon Jefferson key recordings Complete with timelines and suggestions for further investigation, this fascinating overview is ideal for students and interested listeners."
0Z_rdEwTpiUC,Invisibility Blues: From Pop to Theory,Michele Wallace,Verso,1990,267,Social Science,9780860915195,http://books.google.com/books/content?id=0Z_rdEwTpiUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Book on Black feminism and Black culture
r7lSDCYtrSEC,Blues Guitar Lessons,Tim Kobza,Alfred Music Publishing,2000-11,96,Music,9781929395217,http://books.google.com/books/content?id=r7lSDCYtrSEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"If you love playing blues guitar, then these books are for you. Anyone with a basic knowledge of guitar can jump right in and start learning with Volume 1. Volumes 2 and 3 will take you as far down the blues road as any book can. Loaded with great tunes to play, each lesson is geared towards playing a part in a blues band. Learn how to play the rhythm part, the melody, a 2nd guitar part and improvise a solo. Each volume includes easy-to-understand theory lessons that unlock the mysteries of the blues. The attractive design, thoughtful teaching and easy-to-read musical examples will make these lessons the most fun you've ever had learning blues guitar."
OXQ6QC50muEC,100 Ways to Beat the Blues,Tanya Tucker,Simon and Schuster,2005,194,Self-Help,9780743270182,http://books.google.com/books/content?id=OXQ6QC50muEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"How do you beat the blues? We all have moments in life when we're down, lonely, or just plain sad. It's part of being human. Just as everyone is different, everyone has a unique way of beating the blues."
fiXopvOKbToC,Blues Grooves for Guitar: The Essence of Blues Rhythm Guitar,Rob Fletcher,Alfred Music Publishing,2002,40,Music,9780739028094,http://books.google.com/books/content?id=fiXopvOKbToC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Blues Grooves for Guitar is an essential collection of tips, tricks, techniques and theory that will give your rhythm playing an authentic blues feel. Examples demonstrate everything from basics of rhythm and harmony to comping to the subtleties of Chicago, Texas, Delta and other blues styles. Rob Fletcher's enthusiastic approach makes it fun and easy to learn the vital elements of a great musical tradition. A CD demonstrating all the examples and compositions in the book is included."
4gs__FVggRYC,Nothing But the Blues,Bert Konowitz,Alfred Music Publishing,2000-01-01,80,Music,9780739007006,http://books.google.com/books/content?id=4gs__FVggRYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This is a complete approach to playing traditional and contemporary blues. Techniques are given for practicing and creating the blues sound including blues scales, blue notes, blues progressions, walking and boogie bass lines. Learn how to voice and play contemporary blues chords. Be able to perform full arrangements of standards in a blues set. With the recording, you will be able to play with a great sounding live blues band."
JWMrcf9fz4UC,Blues Licks Encyclopedia,Wayne Riker,Alfred Music Publishing,1999-11,96,Music,9780739002391,http://books.google.com/books/content?id=JWMrcf9fz4UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Over 300 guitar licks licks, intros and turnarounds in delta, Chicago, Texas, rock, country, swing, minor and slide blues styles. includes sections on how to read music, blues techniques and a handy table of scales. Everything is shown in easy-to-read standard music notation and TAB. The CD includes a demonstration of all the licks."
0okWOHZsYD4C,"Foundations on Rock: Engineering Practice, Second Edition",Duncan C. Wyllie,CRC Press,2003-09-02,432,Architecture,9780203477670,http://books.google.com/books/content?id=0okWOHZsYD4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This second edition of the successful Foundations on Rock presents an up-to-date practical reference book describing current engineering practice in the investigation, design and construction of foundations on rock. An extra chapter on Tension Foundations has been included. The methods set out are readily applicable to high rise buildings, bridges, dams and structures subject to uplift and turning loads. Foundations on Rock differs from the many texts and handbooks on soil foundations in that it focuses on the effect of geology on the stability and settlement of rock foundations. While the intact rock may be strong, defects in the rock such as faults, joints and cavities, and the deterioration of the rock with time, will have a significant effect on foundation performance. Methods of detecting such defects are described, and their implications for foundation design and treatment are elaborated."
MIAM1P3UogUC,"Rock Music: Culture, Aesthetics and Sociology","Peter Wicke,Rachel Fogg",Cambridge University Press,1990-05-25,228,Music,9780521399142,http://books.google.com/books/content?id=MIAM1P3UogUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"A stimulating and penetrating study of rock music, from rock 'n' roll to the present day."
K9U8pqwYeTQC,Rock Fragmentation by Blasting,B. Mohanty,CRC Press,1996-01-01,472,Technology & Engineering,9789054108245,http://books.google.com/books/content?id=K9U8pqwYeTQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This collection of symposium papers covers a wide range of topics on rock fragmentation, from carefully documented case studies to attempts, for example, at fractal representation of the fracture process itself."
idsQOABCipMC,"Rock Blasting Terms and Symbols: A Dictionary of Symbols and Terms in Rock Blasting and Related Areas like Drilling, Mining and Rock Mechanics",Agne Rustan,CRC Press,1998-01-01,204,Technology & Engineering,9789054104414,http://books.google.com/books/content?id=idsQOABCipMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This dictionary represents today the most extensive rock blasting dictionary available and it is therefore a valuable tool and essential for research and writing reports, papers to international journals. Terminology is important in the process of development of a science because it is the language for communication between students, teachers, technicians, scientists and practitioners in the field of blasting. This dictionary contains 1,980 terms, 316 symbols, ninety-three acronyms, abbreviations and shortened forms, 221 references, thirty-one figures, thity-two formulas and twenty-eight tables. In this book, not only short definitions of the terms are presented, but also a quantification of some terms is included, and their relationship to other parameters in blasting is highlighted. All students, teachers, technicians, engineers, scientists and practioners in the field of blasting should get a copy as a desk reference book. If we all use the same symbols for example, the reading of blasting papers is speeded up and facilitated a lot."
s0BaKxL11KsC,Rock Mechanics: For underground mining,"Barry H.G. Brady,E.T. Brown",Springer Science & Business Media,2007-01-25,628,Science,9781402021169,http://books.google.com/books/content?id=s0BaKxL11KsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This new edition has been completely revised to reflect the notable innovations in mining engineering and the remarkable developments in the science of rock mechanics and the practice of rock angineering taht have taken place over the last two decades. Although ""Rock Mechanics for Underground Mining"" addresses many of the rock mechanics issues that arise in underground mining engineering, it is not a text exclusively for mining applications. Based on extensive professional research and teaching experience, this book will provide an authoratative and comprehensive text for final year undergraduates and commencing postgraduate stydents. For profesional practitioners, not only will it be of interests to mining and geological engineers, but also to civil engineers, structural mining geologists and geophysicists as a standard work for professional reference purposes."
XoGa1dAzt8oC,Assessment and Prevention of Failure Phenomena in Rock Engineering,"O. Aydan,T. Kawamoto,A.G. Pasamehmetoglu,B.N. Whittaker",CRC Press,1993-01-01,800,Technology & Engineering,9789054103097,http://books.google.com/books/content?id=XoGa1dAzt8oC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"A collection of papers addressing the issue of the failure of rock engineering structures. This phenomenon occurs in different forms depending on the geometry of structure, material properties of intact rock, structure of rock mass, environmental conditions and initial state of stress."
eqqdx1O5v70C,Discontinuity Analysis for Rock Engineering,Stephen Donald Priest,Springer Science & Business Media,1993,473,Technology & Engineering,9780412476006,http://books.google.com/books/content?id=eqqdx1O5v70C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"All rock masses contain bedding planes, fissures, fractures, joints and other mechanical defects which are here referred to as discontinuities. The requirement to provide numerical data on discontinuities for engineering design calculations has created the need to apply the mathematical methods of probability theory, statistics, vector analysis and mechanics to a topic that has previously been handled in a largely qualitative way."
VSccRRWxHf4C,Rock Slope Engineering: Third Edition,"Evert Hoek,Jonathan D. Bray",CRC Press,1981-06-30,368,Technology & Engineering,9780419160106,http://books.google.com/books/content?id=VSccRRWxHf4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This classic handbook deals with the geotechnical problems of rock slope design. It has been written for the non-specialist mining or civil engineer, with worked examples, design charts, coverage of more detailed analytical methods, and of the collection and interpretation of geological and groundwater information and tests for the mechanical properties of rock."
RefFNXdxt7wC,Support of Underground Excavations in Hard Rock,"E. Hoek,P.K. Kaiser,W.F. Bawden",CRC Press,2000-01-01,300,Technology & Engineering,9789054101864,http://books.google.com/books/content?id=RefFNXdxt7wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The safe and economical construction of tunnels, mines, and other subterranean works depends on the correct choice of support systems to ensure that the excavations are stable. These support systems should be matched to the characterstics of the rock mass and the excavation techniques adopted. Establishing the support requirements, designing support systems and installing these correctly are essential elements in safe underground construction. This is a comprehensive and practical work which also gives access to user-friendly computer programmes which enable the investigation and design of support techniques. Details on how to obtain this software are also included in the book."
gF76676vYKUC,The Labeling of Sex Offenders: The Unintended Consequences of the Best Intentioned Public Policies,Sean Maddan,University Press of America,2008,91,Political Science,9780761841234,http://books.google.com/books/content?id=gF76676vYKUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The Labeling of Sex Offenders contributes to the research on the effects of sex offender registration and notification policies using the labeling perspective. The labeling perspective asserts that offenders who are labeled are more likely to re-offend; this is counter to sex offender registration policies, which assume that knowing the identity and whereabouts of sex offenders is imperative to the public's ability to protect itself. This research used criminal data from the State of Arkansas within the framework of a quasi-experimental design to evaluate the recidivism of the first three waves of sex offenders registered (1997-1999) vs. a comparison group of sex offenders from a decade earlier (1978-1989). Key variables used to explain specific and general recidivism included the application of an active label, prior exposure to formal and informal labels, the intensity of the label, race, sex, and age. The findings presented by Madden indicate that there is no statistically significant difference between the two groups of sex offenders in terms of recidivism."
_tf6l9B7v2gC,"Sun, Sex, and Gold: Tourism and Sex Work in the Caribbean",Kamala Kempadoo,Rowman & Littlefield,1999,356,Social Science,9780847695171,http://books.google.com/books/content?id=_tf6l9B7v2gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"For abstracts see: Caribbean abstracts, no. 11, 1999-2000 (2001); p. 61."
